tweet,label
"Did some voluneering and now have to focus on Uni stuff. Need to write a press release, how hard...  wish I had more practice",0
that was fun last night  too bad i gotta work now.. need more sleep for tonight's concert,4
"@rapturei crowdSPIRNG is not for everyone, but evil? I don't think quite, so...  Hang in there...",4
"Pizza Hut,well so much for the new  deals Waited 30 mins to get served,and then guess what no pasta no salad and 30 min wait for pizza ",0
"Just played doctor for 20 minutes, and I'm really really sick!  hahaha",0
"@hana77 please give me your comment on the taste, if good i will post the recipe on the blog ",4
in town with Charlotte ,4
http://twitpic.com/3i5jh - dogs like puters too ,4
Stuck inside...poorly little people ,0
@ddlovato you should stop by in the little country in the north SWEDEN i'll meet you at airport  have fun anyways&lt;3,4
I wanna go home. ,0
"Had a fun night, although I couldn't help but be worried about poor little Logan. ",0
@diablopooch Happy Birthday (for Monday). Thanks for the cakes in the office  nom nom nom,4
@JonathanRKnight Maybe Jordan could help you answer a few? Just an idea.. ,4
green tea with lemon..YUMMMM!!! Wish I had peach detox tea ,0
Ummm...15 updates in 2 seconds? hax0r=nofollow ,0
@Pigman i love the cooler trenchcoat weather!! but DNW the darker evenings as it's scary to run at night ,0
says over 200 na ang dead sa italy  http://plurk.com/p/n241v,0
I want coffee ,0
@MikeGMY I need more people following me ,0
is exhausted and not feeling well. hope @j_ohhhh is having fun at movies since he bailed on me ,0
"in Parc now, some air pressure adjustments and that's it. Phil got asked for his first autograph. ",4
"I swear if you're in any more of my dreams, I'm gonna dieee. ",4
"Rain, rain go away! ",0
addicting sites.. addicting shite ,4
"@rob_burress it doesn't work, therefore POS ",0
@hypno_sadism   I am without words. Oy.,0
"@loz_xx lol tis isnt it   hay check out my page, i finally worked out how to make it perrrrdy ",4
"@uncleenore Great suggestion.. I like the nap part too   Re: canoeing into the sunset - is this your romantic side, Unc? You sweetie, you.",4
"wow just got how it was great a bunch of new cars, i loved the yellow honda hatchback Ez model it kinda looks like mine LOL !! ",4
@ptmoney  tell someone else to join...  I know you know some people that could benefit.. ,4
so cold ,0
@srk_SaY13 LOVERRRRR ,4
@SysRq_ My mommy says no because I don't share ,0
@HopeOk but i will be soon.  -dies-,0
What beautiful weather were having today! Now whats a guy to do in all this snow and rain? Damn weather ,0
is leaving the office now.  Hello home!,4
Wonderful weather in Rochester this morning  - http://twitpic.com/2y9o1,0
"Okay it's 6am and I need to sleep, so night or should i say morning? Well i'll say bye instead. so bye! x ",4
At the school for the disttict track meet. I don't wanna go ,0
"Everyone except me seems very busy doing something today..  When everyone works I chills, when everyone chills I works  LOL!",4
@mrsgoodall no jaunt.  I had to be @ work early and I couldn't imagine getting up any earlier,0
"@SMMpharmd yeah, i know, i am! duh. @ceedubb6 thats so upsetting ",0
@leonkay Ha! I like it...very cool...shame about the straw right enough! Lol Catch ya later. ,4
@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think ,0
@annetsmith ,4
"@LOSTmeself ;; uh.. february something, haha!  imy! ",0
I've got the worst headache... ,0
@Ivanthecrazycat Ivan is a smart cat ,4
miss kabalin hates me ,0
"@Kailuh Dis guy was talking about his brother's cock, and thats all I feel like talking about   EWWW  You can figure out the rest.",0
@ilan_peer unfortunately i'm not in tel-aviv right now ,0
@sharpiesusan nonsense!  All steak looks perfectly succulent! ,4
one less follower tonight ,0
Had horrible dream in which one of The Sats died :|  The first dream I've had about them that I properly remember and it's that terrible!!,0
@j_stricko I found it pretty frustrating. stupid monkeys ,0
@mileycyrus If it makes any sense is it wierd to be bored and THATS the reason for not being able to sleep?? lol ,4
Just booked @leawoodward and I in for 4D baby scan tomorrow - very exciting - can't wait to see our little girl ,4
is going to bed. Long day today! love ya camilo  shall be up in 7 hours! (shhh... Zaxk is cute),4
"@stewarttownsend shame you couldn't be here, back at ExCel again, reminds me of FOWA Expo and your beach stand ",4
skateboarder snowboarder breakdancer surfer NASA person               then ill be famous,4
Waiting For Tom To Call ,0
@RobGrimes whats gooooood ,4
Wrong  #asot400,0
"Got most the way to ASDA and road closed due to am accident, driving to other now. So hungry ",0
"@troubalex Sorry, we see  this twitter account is for you personally. Should we follow another for #qt4 community events? Are we alone? ",0
Cheesecake  http://twitpic.com/3js6u,4
@petshopboys http://twitpic.com/2y8q6 - lovely pic; he looks natural and likeable ,4
WOW! Great weather! It's ~70F here! ,4
I'm awake right now! Gonna travel a few hundred kilometres tomorrow! ,4
I need to figure out stuff! I'm so frustrated ,0
@PrincessShorty aww. sorry to hear  hope it gets better! listening to a podcast of the debate now. you spoke brilliantly!,0
@melaniengzuer haha! nah! no more. i go back twice a month. the bus tickets too expensive already ,0
@lfatzinger yes! thanks leigh. ,4
"OK, I am going to get my breakfast + lunch now. Going to catch up with all of you (interesting, fun and interactive people) soon. ",4
"http://postsecret.blogspot.com/ The Jury Duty postcard - I WAS TOO, but I couldn't fly to Calgary for it. ",0
baahh???  SNOW?!?! .....  gross...,0
Just watched Grey's Anatomy. I cried.  I will be writing now. I miss Meg. ,0
@Tomm_J haha that video is soo sick! i want to be there ,0
Heading off to my hell. Need a vacation badly! I'm 32 and haven't been on one since I was 16. Can't afford one though ,0
@NoraBurns Wow! bummer! Sorry to hear that Nora ,0
i just want to sleep ,0
taking a shower ,4
hey who is anthony anderson?  get your sweetbadazz to invite me again to tweet with you...I couldn't log in so I lost the link ,0
taids ZB! str??i atpaka? beidz?s PedS?de. uff! fucking thing ,0
"@tommcfly http://twitpic.com/3kygb - uuuh that seems much more delicious that my poor coffee  It's like 4 am here, I didn't even go t ...",0
"Fever, cold, cough and sunburn ",0
Last day at Maya's  Chilling out and then off to Syracuse to see Emily.,0
"Grey morning is killing my happy buzz  I wish it were sunny. Going somewhere soon, not sure where though.",0
Just saw Susan Boyle for the first time. Unbelievable! Dreams are really comes true sometimes ,4
I woke up before 12!!! And it's Tuesday! ,4
Going to California ,4
my cat is happy so she's drooling from 3 places of her mouth. I love felix ,4
"excited for new ep. of CO-OP, cuz it's all on indie games  can't wait to see Unfinished Swan. @tsunamiskweek it's kinderporno in dutch lol",4
@euniqueflair man.. I'm not too sure but they are doing pretty well on the aggregated IM/social network level.. ,4
"This woman is an utter disgrace http://bit.ly/xBbmu - should be charged with aggravated wasting of police time, Clifford given a caution ",0
Oh for a brain that is working properly - it's a little fogged up today ,0
blue cheese is bitch.. whenever i start to crave cheese i know my weight is in upswing. ,0
can't figure out how to load a picture ,0
Is very sad right now  i hate life!,0
@selenagomez could you please give us a shoutout? Your such an inspiration! I would love to meet you ,4
"Finally caught up on Lost. A decent two episodes, but something was lacking. Oh, yeah. I know what it is. No Dan. But he's coming back!!! ",4
gah. my wrist is still hurting ,0
@rotting_orange I'm sorry about your job going away ,0
@heidimontag Great episodes.  Didnt know there would be two!,4
i dont feel like cooking but my tummy is growling cry ,0
Have entertained the children now have to go to the post office.... ,4
@staciehays  (Sad face) i would bring you one,0
"back home. had fun, but not fully de-stressed ",0
@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits ,4
MORNING FAM.....HOPE YOU ALL HAVE A BLESSED AND PRODUCTIVE DAY ,4
@leeniee8603 wtf are you doing this weekend...HATE that I dont know since I havent seen you in about hmmm 23 days. ,0
Apparently Twitter is experiencing some delays - my text tweets are showing up like an hour after I send them.   Sad panda.,0
Not looking forward to waxing myself ,0
Never knew watching off-roading would be so awesome. Can't wait to drive tomorrow ,4
soo tired but i gotta do homework  sadface,0
my pc is erasing random files ... that doesn't sound good ,0
Sad about Kutner being killed off my fav show House! ,0
"going to bed, alone as usual ",0
@thecampingforum if the forcasters are to be believed we'll be lucky of it lasts till this afternoon ,0
"really needs to sort out this insomnia crap, 430am again and still wide awake ",0
Mokabe's tonight with @lexiloohoo and @WednesdayOnly i can't wait! ,4
has hurt her ankle!! and is going to the dr ,0
am going to get hot blackcurrant cold drink  wish me luck...,0
@atebits Can't sleep! Still waiting for tweetie on mac ,4
@spursfan35 I'm too! Bummer no Ginobili will b an uphill battle..was talking trash to @bcuban..mark's bro..I'll b quiet til Monday ,0
Cover of Womanizer is going online today at 4pm on MySpace  get ready for the best cover song of your life! Lol xx,4
@MrMadsen ,4
@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,0
@leogaggl 3 would be nice  Outside of TAFE SA for the moment,4
@BonnieGrove Last dog tweet  We've had big and small-- barking of small is  high pitched. Something rarely mentioned but annoying to some,4
"I got the OK to replace the carpet in my room with floorboards, yay  I plan to buy them next week",4
@mileycyrus http://twitpic.com/2y606 - Cute puppy dog x i dont see the point of leaving comment as probably no one will read it xxxxxxx ,4
nearly killed a kid on a bike pulling out of my driveway this morning. Thank goodness he's ok. Car is scratched tho ,0
"Sadly, I will not be able to make it out tonight.  But if you can, you should. It's being held at Media Blaster's new store in Jersey.",0
About to start the final volume of death note. I'm going to miss this series once its done. ,0
@prattsphotos Just hang in there. In a few days it will be sweltering. ,4
@drewryanscott nope but i want one to ,0
can't wait to go partying tonight with my bestie ,4
"@3SillyDogs It is nice here too, 50s, but the temps are going to drop today ",0
@patrickfroman Good seeing you at one80! Tell your mom hi for me! ,4
T-ball cancelled today. ,0
@NathanaelB awww no fair! i is a big girl but not a big boy!  you will be sorry when i bite u on bum! then u see who is big playa,0
is getting to saint louis tomorrow!! ,0
Is waitin for th break down service as somethin fallen of my car. I've got my hot water bottle with me. Feel such a twat ,0
"@panacea81 My day is fantastic, tried out you're Leona Lewis look for tonight, I love it! So.. Thank you!  How's your day coming along? ",4
Ever Feel Like God Is A Kid With A Magnifier On An Ant Hill? Im Starting To Think So... ,0
"@Darnell hmm, still a nogo. Up here in Canada we're pretty restricted to what tv we can watch online because of copyright laws. ",0
@REGYATES YAY YOU ROCK ,4
cleaning my ROOM! yay but ugh. im glad to be home but cleaning... oh well ,4
"@minteva i'm good, feeling unproductive but i dont mind today  x",4
is going to curl up with a cup of tea and a book and hope she feels better soon ,0
@cameronolivier Thank you m8 ,4
"I am doing classics homework while listening to les miz. I just listened to Susan Boyle, who is amazing!!!!! I have to get up at 6 tomoz ",0
"Trying to concentrate on work, but it just doesn't seem to be working! ",4
"http://pic.im/1q5 - sunset on iPhone, ",0
@waywardpilgrim If only it were that easy. The windows are locked and we're not allowed to open them. ,0
A long flight is made even longer by a seat that won't recline. Off the red eye and grumpy ,0
is still wide awake ,4
"@REGYATES I'd love a bit of Tori Amos, in celebration of the fact that I'm going to see her live in 9 days ",4
and soo warm ,4
I think i sprained my pinky last night  Its swollen and its hurting. Aww man.,0
still in the business plan meeting.. Too many back to back presentations ,0
now work! Bye! ,4
@ZombieFarmer That seems to be everywhere right now. It's only 34 here. It was 50 last week ,0
"@ThePrinceBeMe : hm , that's sound scandalously sad !    Let's make happy music ! ",4
Been up since like 5am ,0
@HeartBreakerzEn lol sorry  ill make it up,0
"@AndrewRimmer Sure, but I am talking about creating a loyal following.. .NET powered plugin ecosystem. Done. I would move ",4
cant wait 2 c Carter when bak @ skewl hate gettin sick it suks.......blech ,0
Floyd is snuggled under the covers  http://apps.facebook.com/catbook/profile/view/6163964,4
@G_Ha Well done you little brainiac! Can't do this wkend so after work during a week day next week sounds good ,4
"is photographing This Is Hell tonight!!! Damn, I really want to go to Groezrock ",0
I'm bored. Sun it's not present in a sky  . I deppressed so much! I want see the SUN...,0
feeling a bit under the weather at work ,0
@eleesha Each day is a blessing.  It can only go uphill from there ,4
Loves the German bakeries in Sydney. Together with my imported honey it feels like home ,4
@suburbanhipster haha michelle  u work too hard! haha,4
@theDebbyRyan Does Brenda Song have a twitter or are they fakes? or do you not know?  :-D :-P,4
@sammijo66 if it's only a paper I'd suggest: a) a pigeon b) a message in a bottle c) other/don't know ,4
"@plsdontgogurl Ok. Found him. Sorry, not hot. JK IS STILL AS HOT AS LAVA! That dude isn't getting into my lust list. Damn why did he win? ",0
I don't want tomorrow to be the last day of break ,0
Hates how I have allergy from dogs  but I'm a dog person,0
"i feel bad for che ming wang though, he cant seem to get it together... and has an ERA of 30+ ",0
My new baby   http://tinyurl.com/d3wfes,4
misses you too.  ,0
"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler...  ",0
Rain is soothing... but why is the weather so beautiful on work days and so damp on weekends ,0
sorting the kitchen out! ,0
@J_Moneyy heeeyyy! Missed ya girl! &lt;33333 ,4
Cool  http://www.onlinemarktplatz.de/14177/twitter-fieber-bei-ebay/ ;_),4
Back to work I go!!  ,0
@HURM the way i have been feeling the last few days and nights... i think i have conficker... it tried playing opossum... it didnt work ,0
Going to run on the beach ,4
"is at home with my loves, gonna make some dinner and spend time with my hubby and son. ",4
#asot400 damn i wish the video stream was working ,0
Another ALT.NET podcast about ALT.NET  *sigh*,0
"birdied on the second hole this morning, then bogeyed the rest of the day. ",0
@ChristianaZhu just joined AIESEC ,4
got the magic numbers and is thanking y'all for the support ,4
"Inot sure,but think possibly may want the new eeepc 9&quot; if it comes with a touch screen, but I don't like pointer thingys (tech term that ",4
@_angeliina Ouch! Glad ya didn't =D otherwise poor Kevy would be awful lonely  Lol!,0
I also have Theo Walcott 1st scorer and Arsenal to win 2/1... its currently 1-1 so if Arsenal score again im onto about ï¿½75 from a ï¿½1 bet ,4
"@DJKitsune I messed up my &quot;Victory&quot; copy with a glass of Coke  Can you send my another one, Kit?",0
@JENjbphoto YES!  Love the beaches ,4
@redsheep maybe you shouldn't be twittering it then...hehe..just rant to the person next to you.. ,4
Just woke up .... Now I can't go back to sleep ,0
"@Biansta Aww, you've ruined my evening ",0
@blottedcopybook maybe! although hub just told me he was up and down with her from 5-6 whilst I was snoring!! ,4
Nothing interested ,4
@effyobie haha it sucks  i'm going to save everything like every 2 seconds now lol :p this is like the 3rd time i've made the same icons,0
why is it so cold? I need my paddington bear duffel coat ,0
Motel 6s do not have shampoos or conditioners. No blow dryers either. ,0
sunburnt from lying out in the sun all day   undeterred from continuing to lie in the sun tomorrow,0
@ecaps1 bloody idiot!!   just shop him into some gay porn ,0
"@SARIAHMUSICNOW Give Adriane my Love, I'm not feeling to well or I'd call your phone and sing Happy B'day ",0
"listening to britney and cleaning the house! I have a TON of shoes to get rid of, haven't even worn half of them ",0
has one more day until spring break is over ,0
So nice out! And I'm stuck at work... ,0
Hhh~ It's times like THAT when you want things to stay right  Then someone comes and wrecks it.,0
"@drewryanscott lol the 1st one is hilarious..yeah but anyway, enjoy yourself..I'm jealous of all those ppl who are gonna see you guys  lol",0
@TheCassAttack   ya know that feeling you were talking about last weekend? i was a'feelin' it just a little bit ago.,0
at vocalcoaching by Irma  tonigh Studio!!! Come and get a drink! X,4
is looking forward to her baby shower tomorrow! ,4
is sick and tired of being sick and tired  ,4
Poor Joshy is sick???   those damn tejanos!,0
@mileycyrus AWWW u seriously have the cutest dog Miley! Sorry your not with her now  Hope u get some sleep! xoxo,0
is planning a routine for Fame Auditions ,4
@gamingangel Hopefully you mean the Disney Utena and not the Mickey Akio. ,4
"@Assyrian_Goddes I thought you are talking about your Assyrian background (heritage), and not a page bg, which is nice too by the way LOL ",4
@tootferi it's MAARAW already. it just took around a minute or 2. ,0
@themerchgirlnet diamond python - i have a thing for snakes and nudes ,4
@mannyenc i missed my first class too. well... i'm going to. LOL i have too much stuff to do.  i'm really scard about my grades for this,0
@joemcintyre..Joey Joe... welcome to twitterland.. where the chaos continues.. glad u came..now u have to catch up w/ us..Lets get this!! ,4
@ocky7 Thanks for going &quot;easy&quot; on my child! LOL In his defense he DOES have a little cold &amp; couldn't &quot;take it 2 the hoop&quot; as usual! ,4
ok to get more serious again: I'm now poking in me nose! trying to find some green but can't find none ,0
@kellyjay7 Every movement/trend needs a counter-movement/trend. It's all in good fun and I love it. ,4
dear ipod: pls to be coming back to me nao. WHERE ARE YOU? i can't find youuuuu.  don't be lost!,0
"good morning everyone! I'm so over my bad day, time for good vibes ",4
@DonnieWahlberg I just sent Jon a message that he was cute..then there is you..not enough space to tell you what I think  XX,4
"#i36 Hope I'm feeling better by thursday, will be seriously annoyed if I'm ill over LAN ",0
still trying to learn gmaps and flex and php and mysql. how will i be able to write to database? ,0
head hurts  = wish it would &quot;SHUT UP!!&quot;... let me smile again,0
@alicayaba you have to make kwento though! cause i heard something ) haha see you soon!  BORA BORA BORA! ,4
"@gblock #mef C'mon, release it please! I spent all day without my dev computer. It's like a crack addict who can't find his dealer! ",4
@ladaw  &lt;----- this sad face is saying there's NO SUCH THING.,0
@leelowe aww thanks hun! but am just picking this up now! I was in scotland until yesterday evening  how'd it go?,0
Waiting for Chris to make my dream come true &amp; give away DAY 26 tickets ,4
 we just drove all day. My neck hurts. . . Whats new people?,0
The sun's out again ,4
having a long conversation with mom on phone ,4
@majinvash I've just started climbing again.haven't done a Dorset trip for yrs tbh...we're all to busy... ,0
"mm, twitter appears to have eaten some of my posts. naughty twitter ",0
fucking a ,0
I look like Rudolph! ,0
"@mileycyrus true dattt! hahh.. i always say christianity isnt a 'religon', its a relationship.. cuz Jesus is alive ",4
i hate these early mornings. ,0
Is going back to work ,0
@aventure That's windows for you... I get to deal with about 20 windows servers and 180 windows machines misbehaving every day..  shoot me,0
is currently writing his World Geography on the influence of Maori tattoos in America. ,4
Bought new guitar  i want this shirt,4
@TheFemGeek Interesting that I was just asking myself that same question! ,4
Almost on my way for coffee with @angelofsunshine and brandon ,4
"R.I.P. My Computer May 9th, 2008-April 18, 2009 ",0
GOING TO BED! NIGHT! ,4
Headed to spend the day in acres of tulips...missing someone bad though ,0
Walking home. Its freezing cold outside. ,0
Headache. ,0
"Feeling awful, not hangover ill but ILL and what am i doing for the rest of the day? Working ",0
Nw more confused then ever! ,0
"This Twitter account belongs to Georgia Williams of the SF East Bay Area in California. If you are looking for a different GW, sorry. ",0
@yayitsfoogie aww  well i thought it was a fun website anyway. don't be lonely!,0
"@rufusd Damn Rufus, that's one that I didn't know! -- I always use the keyboard shortcut.  #InDesign",4
@Knightfourteen  I too love the #TRS wallpapers   still have the Quantum of solace wallpaper on one comp ,4
Ummm. yeah. once again - blow a 9 -4 lead in the 8th. Good times... NOT.  Come on fellas... you can do it! #Angels,0
Had a lovely evening. Family BBQ. Lots of laughs and memories. Great night. ,4
"im lonely  keep me company! 22 female, Minneapolis - Minnesota",0
"http://www.deezer.com/track/2577641 On a nice day, I don't care what they say ! Ready for this nice day ",4
@dougiemcfly c'mon... say me something. it will cheer me up  say hi you lazards!,4
you've all failed me ,0
asher roth has a good voice. and i just sneezed hella hard. ,0
@duskyblueskies That was supposed to come to you in text message form in 2 hours. ,4
"@AlbertoPaez you love meeeeeee! Y no soy grosera, I'm beautiful ",4
i think... i just screwed up horribly bad.. ,0
@BBCFalcons Thanks ,4
@trialoffer ugh! i wish people would just respect my living space is all! they know this is my designated art room  how are you btw?,0
Sister Mary Alan  of St. Anthony HS passed away  rest in peace,0
@wonderjenn  I got laid off from one of my shitty jobs back in Jan. ,0
"Noticed there's no teevee in my new place, very worried but up for the challenge ",4
"@missb2818 Ooooh, who is it? ",4
kalahari was fun... actually this whole break was fun ,4
@acepero79 I am nice and burned after tanning because I hadn't gone for so long   Lol. Oh well.,0
finally sweepy time  weeew  Nite Nite!!!,4
is procrastinating... i feel ill.. but don't want to go to bed.  ,0
Good morning Twitt-dudes for all around the world ,4
"@SebastianJ awesome bunch of guys, definitely worth a visit ",4
"1st today,  was short and fast. nice to feel like myslef again with Monika and Paige in the feed zone. ",4
plan for the day: aquarium &amp; soul food ,4
school  whats up with this snow?,0
@Kevin_AnR_Shine ,4
Its Another Rainboot day ,0
Hello to all new followers  Thank you for following Portland. Check out our tunes http://www.myspace.com/portlandmusicuk ,4
time for some warsaw beer garden chilling ,4
Guess what I get to do! I get to wake up early tomorrow and do yardwork! Yay me...  ,0
HAS A NEW IKEA CATALOGUE THIS IS EXCITING!   ,4
OK. Got to go 2 the gym now. Streamyx really hated us 2day...  ,0
"@nekorin87 actually, i haven't had much time to read. &gt;.&lt;&quot; let you know tomorrow if you should bring in the manga on thursday? ",4
"local TSC has baby chicks marked down to 99cents, off to get another 25, back later ",4
Going horseback riding for the first time in quite a while. ,4
@DonnieWahlberg My kids get up and wish you a good morning  They donï¿½t know what time it is in america ,4
"@jimkerr09 And B'fast  always adores SM,really glad its included on the tour. Every1 likes playing here. 10yrs ago nobody played here ",0
@KikitaLinda Awww but 300 is also very much =D oh my gosh do you know whats going on with nick? ,0
@jaqen lol pain is good. that means they're fixing you up!  you and your creaky bones....LOL,4
I hope twitter actually posts this tweet... but hopefully i'll be going out and watching lesbian vampire killers in a second ,4
muckthenew is hooooootttttttt ,4
"@leapylees Oh I'll have to check tescos, they're much closer than scotmid. Why do all the yummy treats have to make us gain weight? ",0
"@StephenDon24 I just cant commit the time though, my play time isnt the same as everyone elses ",0
You'd think the supermarket would be emptier in the morning... not. At least traffic was lighter by the time I left for work ,4
"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",0
Working  and seeing things in the net,4
@theellenshow I'm so excited!!! wish I had a pet... ,0
"At school, can't believe Twitter works here ",4
Can't sleep. Need to talk to someone. ,0
@RumLover No! u supposed to be my date ,0
@QSmitty I will have to say I was let down when nothing happened at your work ,0
Michael Jackson is a sad existance of a man.. I've already met Alanis so Prince is my last hope.. Keep The Faith.. ,4
@roseformyrose oh I am feeling the same today ,0
@Nathaniel_3 well im someone's bitch. I cant say no cause i feel guilty. Even though i hate it. And my arms are sore from moving fixtures ,0
has no-one been looking at my twitpic photos? Please say something about them! They cost 50c each to send ,0
@jayetheartist noooooooooooooo! ,0
I miss singing already ,0
i wonder why they dont follow anyone.......that makes me sad ,0
can't wait for bring me the horizonnn. too bad Curtis Ward is not in the band anymore ,0
"@BostinBloke im very good thanks, just getting ready for work ",4
@ubuntugeeks why not? This Acer is running fine ,4
will probably be in Scotland next week.  http://plurk.com/p/n0ivz,0
what happened to my social life?   oh shit.....*sighs*,0
I believe I'm being attacked by allergies. I sneezed twice while outside this morning.  My nose got runny...and my eyes are itchy. ,0
had an interesting night to say the least ,0
Just had mac n cheese thrown at me!  I' m covered in fake cheese ,0
@oliviamunn eat that w some siracha hot sauce ,4
"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... ",0
i am getting jip for watching F1 highlights on the web..... ,0
"Had to happen, @Oprah is on twitter, and only after 24 hours, she's got 260,371 followers and counting...  You go girlfriend!",4
"@MCHammer the Yankees arent looking too impressive  Spent all that money for an allstar team, they shouldnt lose A game!!!",0
@bonnie_klide  I just think the cab ride through Sofia and the walk to class will be the most interesting part.  ,4
Hrm... I need to get better at this whole &quot;designing a logo&quot; thing.  ,4
"In long beach our flight doesn't take off until 4:50  but I'm almost home, Mexico was AMAZING  But damn I'm bored I'm the airport",0
my back hurts. argh. i miss my bloke. ,0
really really wishes that she had something to eatt. ,0
wish i was in Charelston with my sissy ,0
"Have so much to do today: hand in coursework, pack and tidy (and this is the wost work) and then my shift at work from seven. Shattering ",0
@nancydrewthemes Told ya Nance! ,4
@sivasothi yes he asked and i sent him already. Few days ago ,4
"don't any of my friends want to go snowboarding lately?  oh wait, they're all out west now.  wish i had snowboard friends in Rochester ",0
Just got done folding my dad's clothes.  Gonna put all of my clothes in my closet then take a nice and long shower ,4
@Sofii_Noel thatï¿½s bad ,0
I'm so tired.  I can't wait until this weekend.  PROM.   I have to sign up for pictures today.  I must not forget.  Lol.,4
"Just woke up, tiresome times ",0
Being ill sucks! ,0
"@ajwillis I'm fed up of Sainsbury's altogether, just been for the dreaded big shop. Our cat food now only available in small boxes ",0
"Sofa, a film and a pizza.. That's what I want fir this evenings entertainment, alas.. ",0
"@hungmins_girl The sane one, so I think ...Helga? The one that wasn't insane. ",4
Working on my songg for aunt nan.   kinda hard and crying while I write it :'(,0
@alesa13  aww love why you so sad.? dont be all my friends that i been talking to are sad why? i'm worried for you all ,0
my study tools: panadol and sugar-free redbull ,4
Almost at my party!! I'm excited ,4
i am going to attempt to get to sleep. i dont see it happening ,0
why wont the fanfic place send me the password :S:S:S ,0
@LeMinxxx you look angry in your picture now...  LOL,0
"@Pandaran @BryanPerson And yet, Twitter still works b/c I control who I opt-in to following. And I like finding the gems. ",4
@Tittch Very severe passport shot!! ,4
"so stressed out, I'm breaking out  Night twitter land.",0
losing time ,4
"Can you tell it's spring break here, boys are off school so I don't have to be up at first light and can actually stay up late!!!! ",4
OK - So that's that... I'm gonna have to buy a new MacPro - need more power  Grrr...,0
@BindMe but that's true you have to block later people posting fake or spam twits ,0
Po-po blocked off my hood and i cant get to mai house  i hope mariner is ok,0
Getting ready to go to the dentist ,0
Mackie Manhattan is in the building ,4
"Field trip with Blake today.  STILL can't believe Kutner died on House last night. Yeah, @christinalph   who you speak of?  ",4
It's not 24 hours anymore. Wtf?  But we're getting milkshakes at the Denny's on Ann Arbor Rd. All the brokenhearted S bucks-ers are he ...,0
@OfficialJagex you could use twitter to give us more info about MechScape o.0 Please ,4
"@iamdakota thAT SUsan is amazing , bought a tear to my eye  nawww",0
"I would be sending out an e-mail blast right now, if I had solid internet   Darn you, #TimeWarnerCable!",0
"Yeah, you know, I think I'll stay home too. ",4
"@wilsondan What, wait 'til it's online?! Aw man ",0
@Debblues that pic was taken when I found out the entire night of presentations was going to be in Hebrew!  #videoTLV,4
@suesay sad to hear about this ,0
Awake. Such a busy day! And its yucky out. That stinks ,0
At work soooooo tired ,0
@janakid yankees arent doing so well this year. How sad ,0
@phil_hellmuth So sad ,0
Is so happy 2 too home ,4
early enough ,0
Is wondering if the deployment will go by fast this time....  Hard to not think about anymore... especially at night.,0
I am in a cul de sac ,0
@louisabouwer Going to the airport just now ,4
Cannot wait until Zakynthos &amp; Jamaica  Wooop Bring On The Sunshine!!!! ,4
@calgarymother I sent a direct message w/ some tips.  boils down 2 simply being genuine (reading others) and b a part of the conversation.,4
"@jobeaz damn, sorry I missed it... But I'll be in Brisbane until Thursday night ",0
My dog is sick ,0
@jacivelasquez u poor thing. ,0
"Drivinggg withh them&lt;3 goodmorning j,c,c,and,a ",4
&quot;Squints was perving a dish.&quot; Haha. ,4
@AnneBB  well I don't fly out until Sunday but you probably exhausted or busy,0
@cgiridhar  I think I like the IPL current format. just the way it shud have been presented! ofcurse i miss watchin it live with frnds ,0
"@Coffeerama Thank U! It opened this time! I would love that! I had a French press &amp; broke the plunger,never replaced it!  Goooood coffee!",0
going out. HATE MY HAIR! grrr. Off to see some bats and butterflies and meercats ,4
dammit. I can't play from my phone ,0
My blog's mysql is down.. ,0
"@myopicjoe Yup, not many of us are named &quot;Benjamin Button&quot; ",4
going to mark 4th year posters ,4
"@michellelentz take the fat one, he's free ",4
@HighTrad Man dzin ar ï¿½ino ar ne  Davai ir j? ? twatter? ?tempiam ,4
"@paulriggall Me too  Why am I not going to Glasto?! Stupid girl! Crosby, Stills &amp; Nash are playing too!",0
anyone knows how to lift a labour ban in abu dhabi? ,0
b******s  Wycombe and Bury already 1-0 up! ,0
"Started working on the Argent Tourney with my Pally. Gah, two character's worth of rep grind a day now.  #wow",0
"@tylerwalters  lo siento. You're not the only one tonight, if it's any consolation.",0
"just finished fashion fitting. tired.  Wishing more than ever that there was a beach in Atlanta. Oh, and show tonight @ Kavarna! 8pm",0
Im going to JAY LENO!!! ,4
going to castle park... ,4
"@josesosa Shit man, they closed your birthday thread ",0
"after taking ur computer class, you'll become Pro. Wang. haha I'm quite confused with the EXCEL system, that drives me crazy!!! ",4
so bored ,0
"dammit, why'd my brother have to take off with my wallet in the car?? I couldn't go to the star party tonight because of that. ",0
I cant really explain how much I love Sex and the city ,4
@lchin jogging while talking about ruby... the new frontier of fitness for the ruby hacker?  seems cool anyway,4
I wish I was in Coachella   ..maybe next year,0
still up at 3am ,0
@DestraGarcia come back to the states for Orlando carnival since I cant make it to miami ,0
Meatloaf- I love it! ,4
